with_noise,trial,loss_1,top_1_1,top_5_1,loss_2,top_1_2,top_5_2,loss_5,top_1_5,top_5_5,loss_10,top_1_10,top_5_10
0,0,1.8757025990516516,37.89808917197452,52.67515923566879,1.8757025990516516,37.89808917197452,52.67515923566879,1.8757025990516516,37.89808917197452,52.67515923566879,1.8757025990516516,37.89808917197452,52.67515923566879
0,0,2.024062307017624,27.96815286624204,40.496815286624205,2.024062307017624,27.96815286624204,40.496815286624205,2.024062307017624,27.96815286624204,40.496815286624205,2.024062307017624,27.96815286624204,40.496815286624205
0,0,2.0402136403284254,23.802547770700638,44.52866242038217,2.0402136403284254,23.802547770700638,44.52866242038217,2.0402136403284254,23.802547770700638,44.52866242038217,2.0402136403284254,23.802547770700638,44.52866242038217
0,0,1.9815964326737032,31.178343949044585,41.93630573248408,1.9815964326737032,31.178343949044585,41.93630573248408,1.9815964326737032,31.178343949044585,41.93630573248408,1.9815964326737032,31.178343949044585,41.93630573248408
0,0,2.0965255521664954,23.547770700636942,50.12101910828026,2.0965255521664954,23.547770700636942,50.12101910828026,2.0965255521664954,23.547770700636942,50.12101910828026,2.0965255521664954,23.547770700636942,50.12101910828026
1,0,2.3296290233636356,6.235668789808917,31.78343949044586,2.314920958440015,6.414012738853503,32.02547770700637,2.308650686482715,6.426751592356688,31.32484076433121,2.3054384820780176,6.598726114649682,31.694267515923567
0,0,1.6916287894461566,48.98089171974522,60.71974522292994,1.6916287894461566,48.98089171974522,60.71974522292994,1.6916287894461566,48.98089171974522,60.71974522292994,1.6916287894461566,48.98089171974522,60.71974522292994
1,0,2.361988934741658,6.24203821656051,31.636942675159236,2.3366866476216894,6.267515923566879,31.840764331210192,2.3223219661955623,6.32484076433121,31.694267515923567,2.319715161232432,6.280254777070064,31.97452229299363
0,0,0.028043660305582793,0.6801353503184714,0.8199641719745223,0.028043660305582793,0.6801353503184714,0.8199641719745223,0.028043660305582793,0.6801353503184714,0.8199641719745223,0.028043660305582793,0.6801353503184714,0.8199641719745223
0,0,0.02966677612227619,0.5665804140127388,0.7560708598726115,0.02966677612227619,0.5665804140127388,0.7560708598726115,0.02966677612227619,0.5665804140127388,0.7560708598726115,0.02966677612227619,0.5665804140127388,0.7560708598726115
0,0,0.03192390647426153,0.3721138535031847,0.6950636942675159,0.03192390647426153,0.3721138535031847,0.6950636942675159,0.03192390647426153,0.3721138535031847,0.6950636942675159,0.03192390647426153,0.3721138535031847,0.6950636942675159
0,0,0.03087778782151687,0.45660828025477707,0.7946855095541401,0.03087778782151687,0.45660828025477707,0.7946855095541401,0.03087778782151687,0.45660828025477707,0.7946855095541401,0.03087778782151687,0.45660828025477707,0.7946855095541401
0,0,0.03181256331313567,0.45043789808917195,0.794187898089172,0.03181256331313567,0.45043789808917195,0.794187898089172,0.03181256331313567,0.45043789808917195,0.794187898089172,0.03181256331313567,0.45043789808917195,0.794187898089172
0,0,0.029905317149534347,0.5551353503184714,0.6664012738853503,0.029905317149534347,0.5551353503184714,0.6664012738853503,0.029905317149534347,0.5551353503184714,0.6664012738853503,0.029905317149534347,0.5551353503184714,0.6664012738853503
0,0,0.03162094002743815,0.4365047770700637,0.6310708598726115,0.03162094002743815,0.4365047770700637,0.6310708598726115,0.03162094002743815,0.4365047770700637,0.6310708598726115,0.03162094002743815,0.4365047770700637,0.6310708598726115
1,0,0.029694825458298824,0.6097730891719745,0.8680334394904459,0.029694722443344486,0.6101711783439491,0.8681329617834395,0.029694581700927893,0.6099721337579618,0.868531050955414,0.02969467082315949,0.6097730891719745,0.8680334394904459
1,0,0.03133626012902731,0.4919386942675159,0.61046974522293,0.03133637156740875,0.4914410828025478,0.6095740445859873,0.031335933489879224,0.4922372611464968,0.6090764331210191,0.031336183902943966,0.49203821656050956,0.6085788216560509
